PRESS,16777252,1568973634.9844515
RELEASE,16777252,1568973635.1150713
PRESS,65,1568973635.152278
RELEASE,65,1568973635.2770553
PRESS,16777252,1568973635.388245
RELEASE,16777252,1568973635.4801786
PRESS,16777252,1568973635.7533667
RELEASE,16777252,1568973635.8631992
PRESS,83,1568973635.966387
RELEASE,83,1568973636.069137
PRESS,16777219,1568973636.2373028
RELEASE,16777219,1568973636.348143
PRESS,16777219,1568973636.4123075
RELEASE,16777219,1568973636.5091383
PRESS,16777252,1568973636.6484344
RELEASE,16777252,1568973636.7922037
PRESS,16777252,1568973637.3225102
RELEASE,16777252,1568973637.4481878
PRESS,83,1568973637.5533369
PRESS,16777252,1568973637.6453922
RELEASE,83,1568973637.6741245
RELEASE,16777252,1568973637.7832015
PRESS,65,1568973637.843323
RELEASE,65,1568973637.9720826
PRESS,16777219,1568973638.3233256
RELEASE,16777219,1568973638.4221792
PRESS,80,1568973638.5273147
RELEASE,80,1568973638.6251035
PRESS,69,1568973638.702278
PRESS,65,1568973638.823432
RELEASE,69,1568973638.8290703
RELEASE,65,1568973638.968159
PRESS,76,1568973639.0354078
RELEASE,76,1568973639.1371326
PRESS,73,1568973639.2734
RELEASE,73,1568973639.3841662
PRESS,16777219,1568973639.6793623
RELEASE,16777219,1568973639.7720735
PRESS,16777219,1568973639.8132906
RELEASE,16777219,1568973639.9180396
PRESS,76,1568973640.4133122
RELEASE,76,1568973640.5132444
PRESS,16777219,1568973640.6932688
RELEASE,16777219,1568973640.7811673
PRESS,75,1568973640.8923612
RELEASE,75,1568973640.9821234
PRESS,73,1568973641.0533924
RELEASE,73,1568973641.173151
PRESS,78,1568973641.1813855
PRESS,71,1568973641.2373686
RELEASE,78,1568973641.288157
RELEASE,71,1568973641.349187
PRESS,32,1568973641.419435
RELEASE,32,1568973641.5242121
PRESS,84,1568973642.0593514
RELEASE,84,1568973642.1881847
PRESS,72,1568973642.2363987
RELEASE,72,1568973642.3421605
PRESS,82,1568973642.3933856
RELEASE,82,1568973642.5031497
PRESS,73,1568973642.5324543
RELEASE,73,1568973642.649205
PRESS,70,1568973643.1683576
RELEASE,70,1568973643.2861648
PRESS,76,1568973643.50734
RELEASE,76,1568973643.6152258
PRESS,73,1568973643.665385
RELEASE,73,1568973643.7790704
PRESS,78,1568973643.7873247
PRESS,71,1568973643.8335123
RELEASE,78,1568973643.9071727
RELEASE,71,1568973643.9692268
PRESS,32,1568973644.0074334
RELEASE,32,1568973644.089153
PRESS,65,1568973644.4133885
PRESS,78,1568973644.4973693
RELEASE,65,1568973644.5122309
RELEASE,78,1568973644.5941217
PRESS,32,1568973644.6184893
RELEASE,32,1568973644.7171772
PRESS,84,1568973644.8174691
PRESS,79,1568973644.8733711
RELEASE,84,1568973644.9281917
RELEASE,79,1568973644.977181
PRESS,32,1568973645.0394366
RELEASE,32,1568973645.1270897
PRESS,85,1568973645.7564178
RELEASE,85,1568973645.8892148
PRESS,85,1568973646.2163706
RELEASE,85,1568973646.3222473
PRESS,16777219,1568973646.61241
RELEASE,16777219,1568973646.7152207
PRESS,80,1568973646.80338
RELEASE,80,1568973646.9161685
PRESS,16777219,1568973647.5424283
RELEASE,16777219,1568973647.654197
PRESS,78,1568973647.8293197
RELEASE,78,1568973647.9261863
PRESS,32,1568973648.3484073
PRESS,80,1568973648.4393888
RELEASE,32,1568973648.467198
PRESS,65,1568973648.5445273
RELEASE,80,1568973648.5463352
RELEASE,65,1568973648.6812007
PRESS,78,1568973648.6964083
RELEASE,78,1568973648.7862215
PRESS,16777219,1568973649.66938
PRESS,67,1568973649.7384064
RELEASE,16777219,1568973649.754276
RELEASE,67,1568973649.8752236
PRESS,75,1568973650.9333773
RELEASE,75,1568973651.068238
PRESS,69,1568973651.4635303
PRESS,68,1568973651.5404499
RELEASE,69,1568973651.5891676
RELEASE,68,1568973651.6854765
PRESS,16777234,1568973652.346433
RELEASE,16777234,1568973652.84643
PRESS,16777234,1568973652.8464692
RELEASE,16777234,1568973652.8762848
PRESS,16777234,1568973652.876312
RELEASE,16777234,1568973652.90667
PRESS,16777234,1568973652.9066992
RELEASE,16777234,1568973652.9370618
PRESS,16777234,1568973652.9370904
RELEASE,16777234,1568973652.967449
PRESS,16777234,1568973652.9674757
RELEASE,16777234,1568973652.9691205
PRESS,16777234,1568973653.1784806
RELEASE,16777234,1568973653.269151
PRESS,16777236,1568973653.4203908
RELEASE,16777236,1568973653.5522914
PRESS,16777219,1568973653.7215562
RELEASE,16777219,1568973653.8152397
PRESS,32,1568973655.928438
RELEASE,32,1568973656.0692835
PRESS,77,1568973656.6754637
RELEASE,77,1568973656.7862859
PRESS,79,1568973656.8134274
RELEASE,79,1568973656.9282396
PRESS,68,1568973656.9874754
PRESS,69,1568973657.074501
RELEASE,68,1568973657.1583374
RELEASE,69,1568973657.225276
PRESS,82,1568973657.6634102
RELEASE,82,1568973657.7671816
PRESS,65,1568973657.8474014
RELEASE,65,1568973657.9493034
PRESS,84,1568973658.0824795
RELEASE,84,1568973658.180351
PRESS,69,1568973658.2225347
RELEASE,69,1568973658.3552403
PRESS,32,1568973658.3794298
RELEASE,32,1568973658.5022056
PRESS,68,1568973658.7224562
RELEASE,68,1568973658.8383543
PRESS,87,1568973659.6024373
PRESS,69,1568973659.613635
RELEASE,87,1568973659.693247
RELEASE,69,1568973659.7202845
PRESS,16777219,1568973659.9544883
RELEASE,16777219,1568973660.0603592
PRESS,16777219,1568973660.10052
PRESS,69,1568973660.1824594
RELEASE,16777219,1568973660.1983247
RELEASE,69,1568973660.2892344
PRESS,32,1568973660.333624
RELEASE,32,1568973660.4673405
PRESS,66,1568973660.5455334
RELEASE,66,1568973660.6534061
PRESS,16777219,1568973660.842522
RELEASE,16777219,1568973660.9273143
PRESS,16777219,1568973660.9764302
RELEASE,16777219,1568973661.0553718
PRESS,66,1568973661.2045906
RELEASE,66,1568973661.294328
PRESS,65,1568973661.326551
RELEASE,65,1568973661.423274
PRESS,84,1568973661.9174867
RELEASE,84,1568973662.0363193
PRESS,69,1568973662.1435876
RELEASE,69,1568973662.2543182
PRESS,16777219,1568973663.1555574
RELEASE,16777219,1568973663.257372
PRESS,79,1568973663.3555074
PRESS,73,1568973663.3725107
RELEASE,73,1568973663.4344044
RELEASE,79,1568973663.4483402
PRESS,16777219,1568973663.824588
RELEASE,16777219,1568973663.912328
PRESS,16777219,1568973663.9675245
RELEASE,16777219,1568973664.0413287
PRESS,73,1568973664.181521
PRESS,78,1568973664.2835412
RELEASE,73,1568973664.294373
PRESS,71,1568973664.3755794
RELEASE,78,1568973664.39441
RELEASE,71,1568973664.4893196
PRESS,32,1568973664.5276098
RELEASE,32,1568973664.6523547
PRESS,76,1568973664.9686239
RELEASE,76,1568973665.1063616
PRESS,69,1568973665.1225336
PRESS,65,1568973665.2554533
RELEASE,69,1568973665.3222673
RELEASE,65,1568973665.4293087
PRESS,82,1568973665.7655401
RELEASE,82,1568973665.8952756
PRESS,78,1568973665.9465997
RELEASE,78,1568973666.0683215
PRESS,73,1568973666.1846857
PRESS,78,1568973666.3136144
RELEASE,73,1568973666.319259
PRESS,71,1568973666.4044828
RELEASE,78,1568973666.4182858
RELEASE,71,1568973666.5434363
PRESS,32,1568973666.5436742
RELEASE,32,1568973666.6202636
